protein_id,gene,product,temporal_class,functional_category,length,mw_kda,isoelectric_point,instability_index,aromaticity,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y
YP_009137130.1,UL54,multifunctional expression regulator,Immediate-Early,RNA Export/Processing,512,55.222440500000054,6.482509803771973,68.6391015625002,0.048828125,11.5234375,2.34375,7.2265625,5.6640625,2.34375,9.1796875,2.34375,3.515625,1.7578125,7.6171875,1.7578125,1.953125,11.5234375,3.125,10.546875,6.4453125,4.296875,4.296875,1.171875,1.3671875
YP_009137131.1,UL55,nuclear protein UL55,Late,Nuclear Egress,186,20.492348999999997,9.337165641784669,42.35537634408602,0.08064516129032258,11.827956989247312,4.301075268817204,3.225806451612903,3.763440860215054,3.763440860215054,4.838709677419355,5.376344086021505,4.838709677419355,4.301075268817204,6.989247311827957,2.150537634408602,2.6881720430107525,5.376344086021505,1.075268817204301,7.526881720430108,8.602150537634408,8.602150537634408,6.451612903225806,1.075268817204301,3.225806451612903
YP_009137132.1,UL56,membrane protein UL56,Late,Pathogenicity/Egress,234,25.320207199999984,10.197431755065917,62.843589743589725,0.06837606837606838,13.247863247863247,0.8547008547008547,5.128205128205129,4.273504273504273,2.5641025641025643,7.6923076923076925,1.2820512820512822,2.5641025641025643,0.0,7.264957264957265,0.8547008547008547,1.7094017094017093,11.965811965811966,3.8461538461538463,12.393162393162394,8.11965811965812,4.700854700854701,7.264957264957265,1.7094017094017093,2.5641025641025643
YP_009137135.1,RS1,transcriptional regulator ICP4,Immediate-Early,Regulatory/Transactivator,1298,132.91152630000067,6.122889518737792,55.9728890600928,0.04776579352850539,20.878274268104775,1.1556240369799693,7.704160246533128,4.391371340523883,1.694915254237288,10.939907550077042,1.3097072419106317,0.847457627118644,0.6163328197226502,7.781201848998459,0.847457627118644,0.847457627118644,12.403697996918336,1.4637904468412943,10.785824345146379,5.855161787365177,2.6194144838212634,4.776579352850539,1.617873651771957,1.4637904468412943
YP_009137136.1,US1,regulatory protein ICP22,Immediate-Early,Regulatory/Transactivator,420,46.52426270000013,6.095265769958496,68.39238095238112,0.052380952380952375,8.80952380952381,2.857142857142857,8.333333333333334,6.904761904761905,2.380952380952381,5.9523809523809526,1.1904761904761905,2.142857142857143,1.9047619047619047,7.619047619047619,1.9047619047619047,1.4285714285714286,8.80952380952381,2.380952380952381,12.619047619047619,10.714285714285714,6.904761904761905,4.285714285714286,1.4285714285714286,1.4285714285714286
YP_009137137.1,US2,virion protein US2,Late,Tegument/Immune Modulation,291,32.47043860000001,8.732129859924317,56.765979381443316,0.06872852233676975,7.560137457044673,3.4364261168384878,3.7800687285223367,5.154639175257732,2.4054982817869415,4.810996563573883,2.4054982817869415,2.7491408934707904,1.3745704467353952,11.34020618556701,2.0618556701030926,2.4054982817869415,13.745704467353951,2.4054982817869415,9.278350515463918,4.123711340206185,7.560137457044673,8.934707903780069,2.4054982817869415,2.0618556701030926
YP_009137138.1,US3,serine/threonine protein kinase US3,Early,Protein Kinase/Anti-apoptotic,481,52.83396290000008,5.571380805969238,59.48525987526001,0.079002079002079,9.771309771309772,2.494802494802495,7.0686070686070686,5.8212058212058215,3.3264033264033266,7.0686070686070686,2.9106029106029108,5.405405405405405,2.7027027027027026,7.6923076923076925,1.2474012474012475,1.8711018711018712,10.187110187110187,3.1185031185031185,7.484407484407485,6.237006237006237,6.029106029106029,4.98960498960499,0.6237006237006237,3.95010395010395
YP_009137139.1,US4,envelope glycoprotein G,Late,Glycoprotein/Entry,238,25.23822700000002,5.964933967590333,62.54663865546219,0.03361344537815126,5.46218487394958,1.2605042016806722,3.7815126050420167,5.882352941176471,2.5210084033613445,8.403361344537815,2.9411764705882355,3.361344537815126,1.680672268907563,8.403361344537815,2.100840336134454,2.100840336134454,14.285714285714286,2.9411764705882355,6.302521008403361,8.403361344537815,12.605042016806722,6.722689075630252,0.42016806722689076,0.42016806722689076
YP_009137140.1,US5,envelope glycoprotein J,Late,Glycoprotein/Immune Evasion,92,9.556200799999997,9.149046897888184,57.74565217391303,0.05434782608695652,11.956521739130435,3.260869565217391,2.1739130434782608,1.0869565217391304,1.0869565217391304,11.956521739130435,5.434782608695652,0.0,0.0,16.304347826086957,2.1739130434782608,1.0869565217391304,9.782608695652174,0.0,6.521739130434782,4.3478260869565215,5.434782608695652,13.043478260869565,2.1739130434782608,2.1739130434782608
YP_009137141.1,US6,envelope glycoprotein D,Late,Glycoprotein/Primary Receptor Binding,394,43.31633480000004,7.63781909942627,59.56347715736046,0.08375634517766498,9.898477157360405,1.7766497461928934,4.314720812182741,4.314720812182741,2.5380710659898478,6.598984771573604,2.5380710659898478,6.091370558375634,3.045685279187817,9.390862944162437,2.030456852791878,3.299492385786802,10.913705583756345,4.314720812182741,5.83756345177665,5.583756345177665,5.0761421319796955,6.598984771573604,1.5228426395939085,4.314720812182741
YP_009137142.1,US7,envelope glycoprotein I,Late,Glycoprotein/Cell-to-Cell Spread,390,41.36903650000003,9.048218345642091,61.52435897435901,0.05641025641025642,11.025641025641026,2.5641025641025643,3.076923076923077,3.076923076923077,1.794871794871795,6.153846153846154,2.051282051282051,3.8461538461538463,1.2820512820512822,8.717948717948717,1.5384615384615385,2.051282051282051,13.076923076923077,3.3333333333333335,6.923076923076923,8.205128205128204,9.23076923076923,8.205128205128204,0.7692307692307693,3.076923076923077
YP_009137143.1,US8,envelope glycoprotein E,Late,Glycoprotein/Cell-to-Cell Spread,550,59.092964700000195,5.7376916885375975,58.51745454545473,0.06909090909090909,10.909090909090908,2.3636363636363638,5.454545454545454,4.7272727272727275,1.6363636363636365,6.909090909090909,2.909090909090909,2.0,1.0909090909090908,7.454545454545454,1.8181818181818181,1.4545454545454546,11.818181818181818,2.909090909090909,6.909090909090909,9.454545454545455,5.818181818181818,9.090909090909092,2.727272727272727,2.5454545454545454
YP_009137144.1,US8A,membrane protein US8A,Late,Tegument/Membrane,159,16.802000499999984,9.499754905700684,53.40440251572326,0.056603773584905655,15.09433962264151,0.6289308176100629,4.40251572327044,3.1446540880503147,0.6289308176100629,7.547169811320755,2.5157232704402515,4.40251572327044,0.6289308176100629,8.176100628930818,1.8867924528301887,1.2578616352201257,15.09433962264151,1.8867924528301887,8.80503144654088,8.176100628930818,4.40251572327044,6.289308176100629,2.5157232704402515,2.5157232704402515
YP_009137145.1,US9,membrane protein US9,Late,Tegument/Anterograde Transport,90,10.026505799999997,9.816681480407713,95.54444444444442,0.06666666666666667,8.88888888888889,2.2222222222222223,4.444444444444445,4.444444444444445,2.2222222222222223,5.555555555555555,0.0,1.1111111111111112,0.0,12.222222222222221,5.555555555555555,2.2222222222222223,4.444444444444445,2.2222222222222223,13.333333333333334,13.333333333333334,3.3333333333333335,10.0,1.1111111111111112,3.3333333333333335
YP_009137146.1,US10,virion protein US10,Late,Tegument,312,34.05531630000002,9.236014747619631,57.3628205128205,0.07371794871794872,9.294871794871796,2.5641025641025643,4.166666666666667,2.8846153846153846,2.8846153846153846,8.653846153846153,6.410256410256411,1.9230769230769231,0.9615384615384616,8.974358974358974,2.2435897435897436,2.5641025641025643,13.14102564102564,2.2435897435897436,8.653846153846153,6.410256410256411,6.410256410256411,5.128205128205129,1.2820512820512822,3.2051282051282053
YP_009137147.1,US11,tegument protein US11,Late,RNA-binding/PKR Antagonist,161,17.75686659999998,11.743705940246581,50.347204968944105,0.006211180124223602,5.590062111801243,0.6211180124223602,5.590062111801243,4.968944099378882,0.0,8.074534161490684,1.8633540372670807,1.8633540372670807,1.2422360248447204,1.8633540372670807,1.8633540372670807,0.6211180124223602,24.22360248447205,3.7267080745341614,19.25465838509317,6.211180124223603,4.968944099378882,6.832298136645963,0.0,0.6211180124223602
YP_009137148.1,US12,TAP transporter inhibitor ICP47,Immediate-Early,Immune Evasion,88,9.792904099999989,8.375619697570801,57.14999999999998,0.03409090909090909,10.227272727272727,0.0,7.954545454545454,6.818181818181818,1.1363636363636365,6.818181818181818,2.272727272727273,2.272727272727273,1.1363636363636365,7.954545454545454,3.409090909090909,3.409090909090909,9.090909090909092,0.0,14.772727272727273,4.545454545454546,9.090909090909092,6.818181818181818,1.1363636363636365,1.1363636363636365
