protein_id,gene,temporal_class,sequence_length,molecular_weight,aromaticity,instability_index,isoelectric_point,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y
YP_009137132.1,UL56,Late,234.0,25320.207199999986,0.06837606837606838,62.843589743589725,10.197431755065917,0.13247863247863248,0.008547008547008548,0.05128205128205128,0.042735042735042736,0.02564102564102564,0.07692307692307693,0.01282051282051282,0.02564102564102564,0.0,0.07264957264957266,0.008547008547008548,0.017094017094017096,0.11965811965811966,0.038461538461538464,0.12393162393162394,0.0811965811965812,0.04700854700854701,0.07264957264957266,0.017094017094017096,0.02564102564102564
YP_009137135.1,RS1,Immediate-Early,1298.0,132911.52630000067,0.04776579352850539,55.9728890600928,6.122889518737792,0.20878274268104777,0.011556240369799691,0.07704160246533127,0.04391371340523883,0.01694915254237288,0.10939907550077041,0.013097072419106317,0.00847457627118644,0.0061633281972265025,0.07781201848998459,0.00847457627118644,0.00847457627118644,0.12403697996918336,0.014637904468412942,0.10785824345146379,0.05855161787365177,0.026194144838212634,0.04776579352850539,0.016178736517719568,0.014637904468412942
YP_009137136.1,US1,Immediate-Early,420.0,46524.26270000013,0.052380952380952375,68.39238095238112,6.095265769958496,0.0880952380952381,0.02857142857142857,0.08333333333333333,0.06904761904761905,0.023809523809523808,0.05952380952380952,0.011904761904761904,0.02142857142857143,0.01904761904761905,0.0761904761904762,0.01904761904761905,0.014285714285714285,0.0880952380952381,0.023809523809523808,0.1261904761904762,0.10714285714285714,0.06904761904761905,0.04285714285714286,0.014285714285714285,0.014285714285714285
YP_009137137.1,US2,Late,291.0,32470.43860000001,0.06872852233676975,56.765979381443316,8.732129859924317,0.07560137457044673,0.03436426116838488,0.037800687285223365,0.05154639175257732,0.024054982817869417,0.048109965635738834,0.024054982817869417,0.027491408934707903,0.013745704467353952,0.1134020618556701,0.020618556701030927,0.024054982817869417,0.13745704467353953,0.024054982817869417,0.09278350515463918,0.041237113402061855,0.07560137457044673,0.08934707903780069,0.024054982817869417,0.020618556701030927
YP_009137138.1,US3,Early,481.0,52833.96290000008,0.079002079002079,59.48525987526001,5.571380805969238,0.09771309771309772,0.02494802494802495,0.07068607068607069,0.058212058212058215,0.033264033264033266,0.07068607068607069,0.029106029106029108,0.05405405405405406,0.02702702702702703,0.07692307692307693,0.012474012474012475,0.018711018711018712,0.10187110187110188,0.031185031185031187,0.07484407484407485,0.062370062370062374,0.060291060291060294,0.0498960498960499,0.006237006237006237,0.0395010395010395
YP_009137139.1,US4,Late,238.0,25238.22700000002,0.03361344537815126,62.54663865546219,5.964933967590333,0.0546218487394958,0.012605042016806723,0.037815126050420166,0.058823529411764705,0.025210084033613446,0.08403361344537816,0.029411764705882353,0.03361344537815126,0.01680672268907563,0.08403361344537816,0.02100840336134454,0.02100840336134454,0.14285714285714285,0.029411764705882353,0.06302521008403361,0.08403361344537816,0.12605042016806722,0.06722689075630252,0.004201680672268907,0.004201680672268907
YP_009137140.1,US5,Late,92.0,9556.200799999997,0.05434782608695652,57.74565217391303,9.149046897888184,0.11956521739130435,0.03260869565217391,0.021739130434782608,0.010869565217391304,0.010869565217391304,0.11956521739130435,0.05434782608695652,0.0,0.0,0.16304347826086957,0.021739130434782608,0.010869565217391304,0.09782608695652174,0.0,0.06521739130434782,0.043478260869565216,0.05434782608695652,0.13043478260869565,0.021739130434782608,0.021739130434782608
YP_009137141.1,US6,Late,394.0,43316.33480000004,0.08375634517766498,59.56347715736046,7.63781909942627,0.09898477157360407,0.017766497461928935,0.04314720812182741,0.04314720812182741,0.025380710659898477,0.06598984771573604,0.025380710659898477,0.06091370558375635,0.030456852791878174,0.09390862944162437,0.02030456852791878,0.03299492385786802,0.10913705583756345,0.04314720812182741,0.0583756345177665,0.05583756345177665,0.050761421319796954,0.06598984771573604,0.015228426395939087,0.04314720812182741
YP_009137142.1,US7,Late,390.0,41369.03650000003,0.05641025641025642,61.52435897435901,9.048218345642091,0.11025641025641025,0.02564102564102564,0.03076923076923077,0.03076923076923077,0.017948717948717947,0.06153846153846154,0.020512820512820513,0.038461538461538464,0.01282051282051282,0.08717948717948718,0.015384615384615385,0.020512820512820513,0.13076923076923078,0.03333333333333333,0.06923076923076923,0.08205128205128205,0.09230769230769231,0.08205128205128205,0.007692307692307693,0.03076923076923077
YP_009137143.1,US8,Late,550.0,59092.96470000019,0.06909090909090909,58.51745454545473,5.7376916885375975,0.10909090909090909,0.023636363636363636,0.05454545454545454,0.04727272727272727,0.016363636363636365,0.06909090909090909,0.02909090909090909,0.02,0.01090909090909091,0.07454545454545454,0.01818181818181818,0.014545454545454545,0.11818181818181818,0.02909090909090909,0.06909090909090909,0.09454545454545454,0.05818181818181818,0.09090909090909091,0.02727272727272727,0.025454545454545455
YP_009137144.1,US8A,Late,159.0,16802.000499999984,0.056603773584905655,53.40440251572326,9.499754905700684,0.1509433962264151,0.006289308176100629,0.0440251572327044,0.031446540880503145,0.006289308176100629,0.07547169811320754,0.025157232704402517,0.0440251572327044,0.006289308176100629,0.08176100628930817,0.018867924528301886,0.012578616352201259,0.1509433962264151,0.018867924528301886,0.0880503144654088,0.08176100628930817,0.0440251572327044,0.06289308176100629,0.025157232704402517,0.025157232704402517
YP_009137145.1,US9,Late,90.0,10026.505799999997,0.06666666666666667,95.54444444444442,9.816681480407713,0.08888888888888889,0.022222222222222223,0.044444444444444446,0.044444444444444446,0.022222222222222223,0.05555555555555555,0.0,0.011111111111111112,0.0,0.12222222222222222,0.05555555555555555,0.022222222222222223,0.044444444444444446,0.022222222222222223,0.13333333333333333,0.13333333333333333,0.03333333333333333,0.1,0.011111111111111112,0.03333333333333333
YP_009137146.1,US10,Late,312.0,34055.31630000002,0.07371794871794872,57.3628205128205,9.236014747619631,0.09294871794871795,0.02564102564102564,0.041666666666666664,0.028846153846153848,0.028846153846153848,0.08653846153846154,0.0641025641025641,0.019230769230769232,0.009615384615384616,0.08974358974358974,0.022435897435897436,0.02564102564102564,0.13141025641025642,0.022435897435897436,0.08653846153846154,0.0641025641025641,0.0641025641025641,0.05128205128205128,0.01282051282051282,0.03205128205128205
YP_009137147.1,US11,Late,161.0,17756.86659999998,0.006211180124223602,50.347204968944105,11.743705940246581,0.055900621118012424,0.006211180124223602,0.055900621118012424,0.049689440993788817,0.0,0.08074534161490683,0.018633540372670808,0.018633540372670808,0.012422360248447204,0.018633540372670808,0.018633540372670808,0.006211180124223602,0.2422360248447205,0.037267080745341616,0.19254658385093168,0.062111801242236024,0.049689440993788817,0.06832298136645963,0.0,0.006211180124223602
YP_009137148.1,US12,Immediate-Early,88.0,9792.904099999989,0.03409090909090909,57.14999999999998,8.375619697570801,0.10227272727272728,0.0,0.07954545454545454,0.06818181818181818,0.011363636363636364,0.06818181818181818,0.022727272727272728,0.022727272727272728,0.011363636363636364,0.07954545454545454,0.03409090909090909,0.03409090909090909,0.09090909090909091,0.0,0.14772727272727273,0.045454545454545456,0.09090909090909091,0.06818181818181818,0.011363636363636364,0.011363636363636364
